Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Stack	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1	DefMagic2	DefMagic3	DefMagic4	DefMagic5	DefMagic6	Group	NeedToActive	TotalSetNum	ExpandMagic1	ExpandMagic2
§»ng Long Ph­¬ng Nguyªn Cµn Kh«n Giíi	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	120	39	9									960	919	980	3929	1339	1302	311	7	10	130	0
§»ng Long Th­¬ng Khung Phï	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(1)	3	99999	10	0																						36	120	39	9									960	939	979	3927	1002	1302	312	7	10	2623	1280
§»ng Long Th­¬ng Khung §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap35.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									961	859	980	1022	1339	3559	312	7	10	2351	1280
§»ng Long Th­¬ng Khung Linh Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(3)	0	99999	10	0																						36	120	39	9									960	899	979	3928	1339	1302	312	7	10	130	0
§»ng Long Th­¬ng Khung Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle32.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									961	879	980	1022	1339	1302	312	7	10	2351	2344
§»ng Long Th­¬ng Khung Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash32.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									961	919	979	3929	1339	1302	312	7	10	2624	1280
§»ng Long Th­¬ng Khung §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth35.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									961	939	979	3927	2725	3559	312	7	10	2351	2841
§»ng Long Th­¬ng Khung ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword29.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									2720	859	1162	1022	1341	3559	312	7	10	2351	130
§»ng Long Th­¬ng Khung Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes37.spr	26	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									961	899	979	3928	1262	1302	312	7	10	2351	1280
§»ng Long Th­¬ng Khung Béi	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(9)	2	99999	10	0																						36	120	39	9									960	879	980	1022	1339	1302	312	7	10	2625	1280
§»ng Long Th­¬ng Khung D­¬ng Chi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(10)	1	99999	10	0																						36	120	39	9									960	919	980	3929	1339	1302	312	7	10	130	0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	1	0																						36	120											1384										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	2	0																						36	120											1385										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	3	0																						36	120											1386										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	4	0																						36	120											1387										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	5	0																						36	120											1388										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	6	0																						36	120											1389										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	7	0																						36	120											1390										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	8	0																						36	120											1391										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	9	0																						36	120											1392										0
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1393										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	1	0																						36	120											1394										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	2	0																						36	120											1395										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	3	0																						36	120											1396										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	4	0																						36	120											1397										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	5	0																						36	120											1398										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	6	0																						36	120											1399										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	7	0																						36	120											1400										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	8	0																						36	120											1401										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	9	0																						36	120											1402										0
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	999	10	0																						36	120											1403										0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1384		1394								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1385		1395								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1386		1396								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1387		1397								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1388		1398								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1389		1399								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1390		1400								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1391		1401								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1392		1402								0
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	10	0																						36	120											1393		1403								0
Kim ¤ CÈm Lan Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(1)	2	99999	10	0																						36	120	39	0									1874	1854	1895	2097	1917	2214	198	7	10	2459	2194
Kim ¤ CÈm Lan T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(2)	1	99999	10	0	30	360	360	31	85	85																36	120	39	0									1875	1774	1894	1937	2254	2214	198	7	10	2347	2194
Kim ¤ CÈm Lan Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(3)	3	99999	10	0																						36	120	39	0									1874	1814	1895	2117	2254	2214	198	7	10	130	0
Kim ¤ CÈm Lan Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(4)	4	99999	10	0	30	135	135	31	80	80																36	120	39	0									1875	1794	1894	1937	2254	2214	198	7	10	2347	2194
Kim ¤ CÈm Lan Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(5)	0	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1834	1895	2137	2254	2214	198	7	10	2460	2194
Kim ¤ CÈm Lan Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(6)	2	99999	10	0	30	720	720	31	90	90																36	120	39	0									1875	1854	1895	2097	2156	2214	198	7	10	2347	2686
Kim ¤ CÈm Lan TriÒn Thñ 	0	0	6	\spr\item\equip\closeweapon\obj-glove01.spr	9	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(7)	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	120	39	0									2197	1774	1997	1937	2254	2214	198	7	10	2347	130
Kim ¤ CÈm Lan T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(8)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1814	1895	2117	2177	2214	198	7	10	2347	2194
Kim ¤ CÈm Lan Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(9)	4	99999	10	0																						36	120	39	0									1874	1794	1894	1937	2254	2214	198	7	10	2461	2194
Kim ¤ CÈm Lan H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Kim ¤(10)	0	99999	10	0																						36	120	39	0									1874	1834	1894	2137	2254	2214	198	7	10	130	0
Kim ¤ Giµ Lam PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	0									1874	1854	1895	2097	1917	2214	199	7	10	2462	2194
Kim ¤ Giµ Lam T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1875	1774	1894	1937	2254	2214	199	7	10	2347	2194
Kim ¤ Giµ Lam Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	0									1874	1814	1895	2117	2254	2214	199	7	10	130	0
Kim ¤ Giµ Lam Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1875	1794	1894	1937	2254	2214	199	7	10	2347	2194
Kim ¤ Giµ Lam Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1834	1895	2137	2254	2214	199	7	10	2463	2194
Kim ¤ Giµ Lam Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1875	1854	1895	2097	2156	2214	199	7	10	2347	2194
Kim ¤ Giµ Lam T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									2271	1774	1997	1937	2254	2214	199	7	10	2347	130
Kim ¤ Giµ Lam T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1814	1895	2117	2177	2214	199	7	10	2347	2649
Kim ¤ Giµ Lam Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	0									1874	1794	1894	1937	2254	2214	199	7	10	2464	2194
Kim ¤ Giµ Lam H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	0									1874	1834	1894	2137	2254	2214	199	7	10	130	0
Kim ¤ Bµn Nh­îc H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	0									1874	1854	1895	2097	1917	2214	200	7	10	2462	2194
Kim ¤ Bµn Nh­îc T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1875	1774	1894	1937	2254	2214	200	7	10	2347	2194
Kim ¤ Bµn Nh­îc Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	0									1874	1814	1895	2117	2254	2214	200	7	10	130	0
Kim ¤ Bµn Nh­îc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1875	1794	1894	1937	2254	2214	200	7	10	2347	2650
Kim ¤ Bµn Nh­îc Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1834	1895	2137	2254	2214	200	7	10	2465	2194
Kim ¤ Bµn Nh­îc Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1875	1854	1895	2097	2156	2214	200	7	10	2347	2194
Kim ¤ Bµn Nh­îc Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									2271	1774	1997	1937	2254	2214	200	7	10	2347	130
Kim ¤ Bµn Nh­îc T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1875	1814	1895	2117	2177	2214	200	7	10	2347	2194
Kim ¤ Bµn Nh­îc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	0									1874	1794	1894	1937	2254	2214	200	7	10	2466	2194
Kim ¤ Bµn Nh­îc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	0									1874	1834	1894	2137	2254	2214	200	7	10	130	0
Kim ¤ ChÊn Nh¹c Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	1									1874	1774	1895	1937	1917	2214	201	7	10	2467	2194
Kim ¤ ChÊn Nh¹c Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1875	1814	1894	2117	2254	2214	201	7	10	2357	2194
Kim ¤ ChÊn Nh¹c Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	1									1874	1794	1895	1937	2254	2214	201	7	10	130	0
Kim ¤ ChÊn Nh¹c Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1875	1834	1894	2137	2254	2214	201	7	10	2357	2194
Kim ¤ ChÊn Nh¹c Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1854	1895	2097	2254	2214	201	7	10	2468	2194
Kim ¤ ChÊn Nh¹c Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1875	1774	1895	1937	2156	2214	201	7	10	2357	2651
Kim ¤ ChÊn Nh¹c Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									2197	1814	1997	2117	2239	2214	201	7	10	2357	130
Kim ¤ ChÊn Nh¹c Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1794	1895	1937	2177	2214	201	7	10	2357	2194
Kim ¤ ChÊn Nh¹c Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	1									1874	1834	1894	2137	2254	2214	201	7	10	2469	2194
Kim ¤ ChÊn Nh¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	1									1874	1854	1894	2097	2254	2214	201	7	10	130	0
Kim ¤ ChiÕu §¶m H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	1									1874	1774	1895	1937	1917	2214	202	7	10	2471	2194
Kim ¤ ChiÕu §¶m Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1875	1814	1894	2117	2254	2214	202	7	10	2357	2194
Kim ¤ ChiÕu §¶m Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	1									1874	1794	1895	1937	2254	2214	202	7	10	130	0
Kim ¤ ChiÕu §¶m Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1875	1834	1894	2137	2254	2214	202	7	10	2357	2194
Kim ¤ ChiÕu §¶m Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1854	1895	2097	2254	2214	202	7	10	2472	2194
Kim ¤ ChiÕu §¶m Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1875	1774	1895	1937	2156	2214	202	7	10	2357	2194
Kim ¤ ChiÕu §¶m Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									2197	1814	1997	2117	2239	2214	202	7	10	2357	130
Kim ¤ ChiÕu §¶m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1794	1895	1937	2177	2214	202	7	10	2357	2652
Kim ¤ ChiÕu §¶m Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	1									1874	1834	1894	2137	2254	2214	202	7	10	2473	2194
Kim ¤ ChiÕu §¶m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	1									1874	1854	1894	2097	2254	2214	202	7	10	130	0
Kim ¤ LÞch HuyÕt H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	1									1874	1774	1895	1937	1917	2214	203	7	10	2475	2194
Kim ¤ LÞch HuyÕt Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1875	1814	1894	2117	2254	2214	203	7	10	2357	2653
Kim ¤ LÞch HuyÕt Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	1									1874	1794	1895	1937	2254	2214	203	7	10	130	0
Kim ¤ LÞch HuyÕt Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1875	1834	1894	2137	2254	2214	203	7	10	2357	2194
Kim ¤ LÞch HuyÕt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1854	1895	2097	2254	2214	203	7	10	2476	2194
Kim ¤ LÞch HuyÕt Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1875	1774	1895	1937	2156	2214	203	7	10	2357	2194
