szName	nPos	nClass	nLevel	nPropKind	Min1	Max1	Min2	Max2	Min3	Max3	szIntro	MeleeWeapon	RangeWeapon	Armor	Ring	Amorlet	Boots	Belt	Help	Cuff	Pendant	Horse
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	2	171	20	40	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	3	171	20	60	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	4	171	20	80	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	5	171	20	100	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	6	171	20	120	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	1800	1800	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	7	171	20	140	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	1600	1600	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	8	171	20	160	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	9	171	20	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ 	0	4	10	171	111	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	1000	1000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	1	172	1	5	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	2	172	5	10	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	3	172	5	15	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	4	172	5	20	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	5	172	5	25	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	2000	2000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	6	172	5	30	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	1800	1800	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	7	172	5	35	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	1600	1600	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	8	172	5	40	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	9	172	5	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	10	172	22	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	1000	1000	0	0	0	0	0	0	0	0	0
