STT	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TempImg	PhysicalDamageBase
1189	<<Î´·­Òë>>	3	5	555								building35	0	0	0	0	0	22	30																																												400		700																						800		36		0
1190	<<Î´·­Òë>>	3	5	555								building36	0	0	0	0	0	22	30																																												400		700																						190		36		0
1191	<<Î´·­Òë>>	3	5	555								building37	0	0	0	0	0	22	30																																												400		700																						190		36		0
1192	<<Î´·­Òë>>	3	5	555								building36	0	0	0	0	0	22	30																																												400		700																						190		36		0
1193	newboss_tw	0	5	555	24			131				boss046	0	0	0	0	0	37	38	20	11	10	10	323	1	323	1	40	1	40	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1194	newboss_sl	0	5	555	24			131				boss047	0	0	0	0	0	37	38	20	11	10	10	318	1	318	1	318	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1195	newboss_tm	0	5	555	24			131				boss048	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1196	newboss_wu	0	5	555	24			131				boss049	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	353	1	355	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1197	newboss_em	0	5	555	24			131				boss050	0	0	0	0	0	37	38	20	11	10	10	328	1	328	1	380	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1198	newboss_cy	0	5	555	24			131				boss051	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	108	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	1						95	95	95	95	95	1440	100		3		0
1199	newboss_gb	0	5	555	24			131				boss052	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	359	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1200	newboss_tr	0	5	555	24			131				boss053	0	0	0	0	0	37	38	20	11	10	10	361	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	115		3		0
1201	newboss_wd	0	5	555	24			131				boss054	0	0	0	0	0	37	38	20	11	10	10	368	1	368	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1202	newboss_kl	0	5	555	24			131				boss055	0	0	0	0	0	37	38	20	11	10	10	372	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1203	<<Î´·­Òë>>	3	6	555								item001	0	0	0	0	0	22	30																																												400		700																						30		36		0
1204	GMFACE_yuenan	3	5	555	24							boss056	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1205	GMFACE_taiwan	3	5	555	24							boss057	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1206	¸c b¸ 	0	5	555	1			116				enemy007	0	0	0	0	0	27	27	31	10	23	12	53	1	53	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	30	30	50	50	50	0	0	10	0						75	90	75	60	75	1080	100		36		0
1207	B¸t B× 	0	5	555	1			125				enemy016	0	0	0	0	0	23	36	14	10	19	14	53	1	234	1	234	1	234	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	30	30	50	50	50	0	0	10	0						60	75	75	90	75	1080	100		36		0
1208	Ngan Khanh	3	6	555								enemy059	0	0	0	0	0	22	31																																												400		700																						100		36		0
1209	Thu Hang	3	6	555								passerby151	0	0	0	0	0	22	31																																												400		700																						100		36		0
1210	Hoang Phuong	3	6	555								enemy097	0	0	0	0	0	22	31																																												400		700																						100		36		0
1211	Ngoc Han	3	6	555								enemy099	0	0	0	0	0	22	31																																												400		700																						100		36		0
1212	Thuy Duong	3	6	555								enemy102	0	0	0	0	0	22	31																																												400		700																						100		36		0
1213	Bao Thy	3	6	555								enemy115	0	0	0	0	0	22	31																																												400		700																						100		36		0
1214	Thi Nghi Sinh	3	6	555	0			112				enemy003	0	0	0	0	0	30	30	20	11	10	10	153	1	153	1	153	1	153	1		\script\npclevelscript\task_goldennpc.lua	100				100					100				100				100				100				12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50						95	95	95	95	95	270	100		6		0
1215	Lång ®Ìn b­¬m b­ím	3	6	555								item002	0	0	0	0	0	22	31																																												400		700																						100		36		0
1216	Lång ®Ìn ng«i sao	3	6	555								item003	0	0	0	0	0	22	31																																												400		700																						100		36		0
1217	Lång ®Ìn èng	3	6	555								item004	0	0	0	0	0	22	31																																												400		700																						100		36		0
1218	Lång ®Ìn trßn	3	6	555								item005	0	0	0	0	0	22	31																																												400		700																						100		36		0
1219	Lång ®Ìn c¸ chÐp	3	6	555								item006	0	0	0	0	0	22	31																																												400		700																						100		36		0
1220	Lång ®Ìn kÐo qu©n	3	6	555								item007	0	0	0	0	0	22	31																																												400		700																						100		36		0
1221	<<Î´·­Òë>>	0	5	555	1			107				ani065	0	0	0	0	0	21	20	24	9	21	14	53	1	53	1	53	1	53	1		\script\npclevelscript\animal.lua	100				100					100				100				100				100				6	6	18	18	400	10	700	1	50	40	20	0	0	20	0	0	0						75	90	75	60	75	810	100		36		0
1222	newboss_sdcy	0	5	555	24			131				boss058	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1223	newboss_fzem	0	5	555	24			131				boss059	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1224	newboss_ggb	0	5	555	24			131				boss060	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1225	newboss_jkl	0	5	555	24			131				boss061	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1226	newboss_qsl	0	5	555	24			131				boss062	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1227	newboss_fdt	0	5	555	24			131				boss063	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1228	newboss_fzwd	0	5	555	24			131				boss064	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1229	newboss_dyw	0	5	555	24			131				boss065	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1230	newboss_fztm	0	5	555	24			131				boss066	0	0	0	0	0	37	38	20	11	10	10	302	20	351	20	302	20	342	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1231	newboss_qwd	0	5	555	24			131				boss067	0	0	0	0	0	37	38	20	11	10	10	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	115		3		0
1232	Ng­êi r¬m	3	6	555								passerby216	0	0	0	0	0	22	31																																												400		700																						100		36		0
1233	§Þch Quèc MËt Hµm	3	6	555								passerby217	0	0	0	0	0	22	31																																												400		700																						100		37		0
1234	Ng­êi TuyÕt	0	5	555	1			131				boss068	0	0	0	0	0	37	38	20	11	10	10	752	1	752	1	752	1	752	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1235	Boss ng­êi TuyÕt	0	5	555	24			131				boss068	0	0	0	0	0	37	38	20	11	10	10	752	1	752	1	752	1	752	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1236	Bao quµ gi¸ng sinh	3	5	555	0							passerby218	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		70		6		0
1237	<<Î´·­Òë>>	0	5	555	12			190				enemy081	0	0	0	0	0	37	38	20	11	10	10	753	1	754	1	755	1	754	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1238	<<Î´·­Òë>>	0	5	555	18			190				enemy081	0	0	0	0	0	37	38	20	11	10	10	753	1	754	1	755	1	754	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1239	daoqingzhenren_f	0	5	555	24			165				boss001	0	0	0	0	0	37	38	20	11	10	10	368	20	368	20	365	20	365	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1240	duanmurui_f	0	5	555	24			165				boss015	0	0	0	0	0	37	38	20	11	10	10	361	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1241	gubo_f	0	5	555	24			165				boss018	0	0	0	0	0	37	38	20	11	10	10	324	20	324	20	40	20	40	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1242	zhonglingxiu_f	0	5	555	24			165				boss005	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	337	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1243	lanyiyi_f	0	5	555	24			165				boss008	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	355	1	355	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1244	xuanjuedashi_f	0	5	555	24			165				boss003	0	0	0	0	0	37	38	20	11	10	10	318	1	318	1	318	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1245	tangburan_f	0	5	555	24			263				boss019	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1246	qingxiaoshitai_f	0	5	555	24			165				boss004	0	0	0	0	0	37	38	20	11	10	10	328	20	328	20	380	20	380	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1247	herenwo_f	0	5	555	24			165				boss013	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	359	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1248	xuanjizi_f	0	5	555	24			165				boss017	0	0	0	0	0	37	38	20	11	10	10	372	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1249	C¸t T­êng B¶o B¶o	3	5	555	1							passerby220	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1250	Nh­ ý B¶o B¶o	3	5	555	1							passerby219	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1251	Qu¸i Thó B¶o B¶o	3	5	555	1							passerby221	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1252	MÇm hoa hång	3	6	555	0							passerby222	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					60		36		0
1253	C©y hoa hång nhá	3	6	555	0							passerby223	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1254	C©y hoa hång ch­a træ hoa	3	6	555	0							passerby224	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					90		36		0
1255	C©y hoa hång në ®Çy hoa	3	6	555	0							passerby225	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					90		36		0
1256	Heo tr¾ng	3	5	555	1			105				ani063	0	0	0	0	0	31	36	31	10	20	13	53	1	53	1	53	1	53	1		\script\npclevelscript\stupidanimal.lua	100				100					100				100				100				100				3	3	18	18	400	30	700	4	60	20	10	0	0	0	10	0	0						75	60	75	75	90	960	100		36		0
1257	<<Î´·­Òë>>	0	5	555	24			112				enemy003	0	0	0	0	0	24	33	20	11	10	10	164	1	165	1	164	1	165	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1258	<<Î´·­Òë>>	0	5	555	24			165				enemy056	0	0	0	0	0	37	38	20	11	10	10	88	1	91	1	91	1	88	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1259	<<Î´·­Òë>>	0	5	555	24			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1260	<<Î´·­Òë>>	3	6	555								passerby226	0	0	0	0	0	22	30																																												400		700																						140		36		0
1261	<<Î´·­Òë>>	0	5	555	24			263				enemy050	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1262	<<Î´·­Òë>>	0	5	555	24			263				boss022	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1263	<<Î´·­Òë>>	0	5	555	24			263				enemy100	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1264	<<Î´·­Òë>>	0	5	555	24			263				enemy109	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1265	<<Î´·­Òë>>	0	5	555	24			263				boss017	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1266	<<Î´·­Òë>>	0	5	555	24			263				boss019	0	0	0	0	0	28	30	28	11	16	13	302	1	303	1	302	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1267	<<Î´·­Òë>>	0	5	555	8			216				enemy089	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
1268	<<Î´·­Òë>>	0	5	555	8			190				enemy107	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
1269	<<Î´·­Òë>>	0	5	555	8			218				enemy126	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
1270	<<Î´·­Òë>>	0	5	555	3			255				enemy134	0	0	0	0	0	30	30	20	11	10	10	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	1080	100		9		0
1271	<<Î´·­Òë>>	0	5	555	3			255				enemy205	0	0	0	0	0	30	30	20	11	10	10	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	1080	100		9		0
1272	BÕp ch­a nhãm löa	3	6	555	0							passerby227	0	0	0	0	0	1	1																																													400		700																					80		36		0
1273	BÕp löa ch¸y nhá	3	6	555	0							passerby228	0	0	0	0	0	10	10																																													400		700																					80		36		0
1274	BÕp löa ch¸y võa	3	6	555	0							passerby229	0	0	0	0	0	10	10																																													400		700																					80		36		0
1275	BÕp löa ch¸y lín	3	6	555	0							passerby230	0	0	0	0	0	10	10																																													400		700																					80		36		0
1276	<<Î´·­Òë>>	3	6	555								passerby159	0	0	0	0	0	22	32																																												400		700																						100		36		0
1277	<<Î´·­Òë>>	3	6	555				208				enemy099	0	0	0	0	0	19	24																																												400		700																						100		36		0
1278	<<Î´·­Òë>>	3	6	555				208				enemy100	0	0	0	0	0	19	24																																												400		700																						100		36		0
1279	<<Î´·­Òë>>	3	6	555	0							passerby231	0	0	0	0	0	8	8																																													400		700																					80		36		0
1280	<<Î´·­Òë>>	3	6	555	0							passerby232	0	0	0	0	0	8	8																																													400		700																					80		36		0
1281	<<Î´·­Òë>>	3	6	555	0							passerby233	0	0	0	0	0	8	8																																													400		700																					80		36		0
1282	Tran Yeu	3	6	555	0							passerby234	0	0	0	0	0	8	8																																													400		700																					100		37		0
1283	<<Î´·­Òë>>	0	5	555	24			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	236	1	236	1	236	1	236	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1284	damahu_ib	0	5	555	24			115				enemy006	0	0	0	0	0	24	27	21	10	24	12	375	1	353	1	362	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1285	<<Î´·­Òë>>	3	5	555	1							passerby236	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1286	<<Î´·­Òë>>	3	5	555	1							passerby236	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1287	<<Î´·­Òë>>	3	5	555	1							passerby235	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1288	<<Î´·­Òë>>	3	6	555								passerby237	0	0	0	0	0	1	1																																												400		700																						80		36		0
1289	<<Î´·­Òë>>	0	5	555	24			165				boss069	0	0	0	0	0	37	38	20	11	10	10	325	1	324	1	40	1	323	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1290	<<Î´·­Òë>>	0	5	555	24			165				boss062	0	0	0	0	0	37	38	20	11	10	10	318	1	319	1	321	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1291	<<Î´·­Òë>>	0	5	555	24			165				enemy105	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	355	1	711	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1292	<<Î´·­Òë>>	0	5	555	24			263				boss063	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	339	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1293	<<Î´·­Òë>>	0	5	555	24			165				boss059	0	0	0	0	0	37	38	20	11	10	10	328	1	328	1	380	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1294	<<Î´·­Òë>>	0	5	555	24			165				boss070	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	337	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1295	<<Î´·­Òë>>	0	5	555	24			165				boss071	0	0	0	0	0	37	38	20	11	10	10	715	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1296	<<Î´·­Òë>>	0	5	555	24			165				enemy072	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	714	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1297	<<Î´·­Òë>>	0	5	555	24			165				boss067	0	0	0	0	0	37	38	20	11	10	10	368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1298	<<Î´·­Òë>>	0	5	555	24			165				boss072	0	0	0	0	0	37	38	20	11	10	10	717	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1299	<<Î´·­Òë>>	0	5	555	0			116				enemy085	0	0	0	0	0	40	39	33	12	24	15	627	1	324	1	40	1	323	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1300	<<Î´·­Òë>>	0	5	555	0			116				enemy040	0	0	0	0	0	40	39	33	12	24	15	318	1	319	1	321	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
